RA,STATE,AGE5P,AGE5P_RA,INGP,IEO,ENGLP,OCCP,N
1,2,1,1,1,10,1,4,10
1,2,1,1,1,10,1,5,0
1,2,1,1,1,10,1,6,5
1,2,1,1,1,10,1,7,5
1,2,1,1,1,10,1,8,5
1,2,1,1,1,10,1,9,24
1,2,1,1,1,10,2,10,0
1,2,1,1,1,10,2,1,0
1,2,1,1,1,10,2,2,0
1,2,1,1,1,10,2,3,0
1,2,1,1,1,10,2,4,0
1,2,1,1,1,10,2,5,0
1,2,1,1,1,10,2,6,0
1,2,1,1,1,10,2,7,0
1,2,1,1,1,10,2,8,0
1,2,1,1,1,10,2,9,3
1,2,1,1,1,10,3,10,0
1,2,1,1,1,10,3,1,0
1,2,1,1,1,10,3,2,0
1,2,1,1,1,10,3,3,0
1,2,1,1,1,10,3,4,0
1,2,1,1,1,10,3,5,0
1,2,1,1,1,10,3,6,0
1,2,1,1,1,10,3,7,0
1,2,1,1,1,10,3,8,0
1,2,1,1,1,10,3,9,0
1,2,2,4,0,1,4,10,6
1,2,2,4,0,1,4,1,3
1,2,2,4,0,1,4,2,0
1,2,2,4,0,1,4,3,12
1,2,2,4,0,1,4,4,6
1,2,2,4,0,1,4,5,0
1,2,2,4,0,1,4,6,6
1,2,2,4,0,1,4,7,5
1,2,2,4,0,1,4,8,26
1,2,2,4,0,1,4,9,116
1,2,2,4,0,1,1,10,87
1,2,2,4,0,1,1,1,151
1,2,2,4,0,1,1,2,177
1,2,2,4,0,1,1,3,1685
1,2,2,4,0,1,1,4,280
1,2,2,4,0,1,1,5,186
1,2,2,4,0,1,1,6,446
1,2,2,4,0,1,1,7,703
1,2,2,4,0,1,1,8,1047
1,2,2,4,0,1,1,9,2220
1,2,2,4,0,1,2,10,46
1,2,2,4,0,1,2,1,38
1,2,2,4,0,1,2,2,111
1,2,2,4,0,1,2,3,245
1,2,2,4,0,1,2,4,97
1,2,2,4,0,1,2,5,113
1,2,2,4,0,1,2,6,135
1,2,2,4,0,1,2,7,165
1,2,2,4,0,1,2,8,216
1,2,2,4,0,1,2,9,748
1,2,2,4,0,1,3,10,9
1,2,2,4,0,1,3,1,0
1,2,2,4,0,1,3,2,10
1,2,2,4,0,1,3,3,55
1,2,2,4,0,1,3,4,17
1,2,2,4,0,1,3,5,6
1,2,2,4,0,1,3,6,14
1,2,2,4,0,1,3,7,32
1,2,2,4,0,1,3,8,46
1,2,2,4,0,1,3,9,203
1,2,2,4,0,2,4,10,4
1,2,2,4,0,2,4,1,3
1,2,2,4,0,2,4,2,0
1,2,2,4,0,2,4,3,23
1,2,2,4,0,2,4,4,0
1,2,2,4,0,2,4,5,7
1,2,2,4,0,2,4,6,4
1,2,2,4,0,2,4,7,4
1,2,2,4,0,2,4,8,14
1,2,2,4,0,2,4,9,145
1,2,2,4,0,2,1,10,108
1,2,2,4,0,2,1,1,199
1,2,2,4,0,2,1,2,317
1,2,2,4,0,2,1,3,2026
1,2,2,4,0,2,1,4,405
1,2,2,4,0,2,1,5,270
1,2,2,4,0,2,1,6,492
1,2,2,4,0,2,1,7,634
1,2,2,4,0,2,1,8,979
1,2,2,4,0,2,1,9,1629
1,2,2,4,0,2,2,10,73
1,2,2,4,0,2,2,1,57
1,2,2,4,0,2,2,2,207
1,2,2,4,0,2,2,3,327
1,2,2,4,0,2,2,4,155
1,2,2,4,0,2,2,5,195
1,2,2,4,0,2,2,6,212
1,2,2,4,0,2,2,7,176
1,2,2,4,0,2,2,8,235
1,2,2,4,0,2,2,9,1030
1,2,2,4,0,2,3,10,24
1,2,2,4,0,2,3,1,9
1,2,2,4,0,2,3,2,13
1,2,2,4,0,2,3,3,65
1,2,2,4,0,2,3,4,36
1,2,2,4,0,2,3,5,16
1,2,2,4,0,2,3,6,39
1,2,2,4,0,2,3,7,36
1,2,2,4,0,2,3,8,87
1,2,2,4,0,2,3,9,295
1,2,2,4,0,3,4,10,8
1,2,2,4,0,3,4,1,3
1,2,2,4,0,3,4,2,3
1,2,2,4,0,3,4,3,30
1,2,2,4,0,3,4,4,3
1,2,2,4,0,3,4,5,8
1,2,2,4,0,3,4,6,10
1,2,2,4,0,3,4,7,5
1,2,2,4,0,3,4,8,32
1,2,2,4,0,3,4,9,148
1,2,2,4,0,3,1,10,121
1,2,2,4,0,3,1,1,257
1,2,2,4,0,3,1,2,487
1,2,2,4,0,3,1,3,2445
1,2,2,4,0,3,1,4,513
1,2,2,4,0,3,1,5,399
1,2,2,4,0,3,1,6,608
1,2,2,4,0,3,1,7,724
1,2,2,4,0,3,1,8,1020
1,2,2,4,0,3,1,9,1801
1,2,2,4,0,3,2,10,90
1,2,2,4,0,3,2,1,92
1,2,2,4,0,3,2,2,343
1,2,2,4,0,3,2,3,540
1,2,2,4,0,3,2,4,201
1,2,2,4,0,3,2,5,261
1,2,2,4,0,3,2,6,337
1,2,2,4,0,3,2,7,253
1,2,2,4,0,3,2,8,303
1,2,2,4,0,3,2,9,1479
1,2,2,4,0,3,3,10,11
1,2,2,4,0,3,3,1,11
1,2,2,4,0,3,3,2,18
1,2,2,4,0,3,3,3,99
1,2,2,4,0,3,3,4,32
1,2,2,4,0,3,3,5,25
1,2,2,4,0,3,3,6,27
1,2,2,4,0,3,3,7,51
1,2,2,4,0,3,3,8,110
1,2,2,4,0,3,3,9,369
1,2,2,4,0,4,4,10,5
1,2,2,4,0,4,4,1,5
1,2,2,4,0,4,4,2,0
1,2,2,4,0,4,4,3,26
1,2,2,4,0,4,4,4,8
1,2,2,4,0,4,4,5,6
1,2,2,4,0,4,4,6,6
1,2,2,4,0,4,4,7,8
1,2,2,4,0,4,4,8,22
1,2,2,4,0,4,4,9,166
1,2,2,4,0,4,1,10,108
1,2,2,4,0,4,1,1,293
1,2,2,4,0,4,1,2,514
1,2,2,4,0,4,1,3,2293
1,2,2,4,0,4,1,4,511
1,2,2,4,0,4,1,5,442
1,2,2,4,0,4,1,6,650
1,2,2,4,0,4,1,7,619
1,2,2,4,0,4,1,8,899
1,2,2,4,0,4,1,9,1730
1,2,2,4,0,4,2,10,88
1,2,2,4,0,4,2,1,129
1,2,2,4,0,4,2,2,350
1,2,2,4,0,4,2,3,563
1,2,2,4,0,4,2,4,185
1,2,2,4,0,4,2,5,294
1,2,2,4,0,4,2,6,376
1,2,2,4,0,4,2,7,224
1,2,2,4,0,4,2,8,259
1,2,2,4,0,4,2,9,1364
1,2,2,4,0,4,3,10,15
1,2,2,4,0,4,3,1,16
1,2,2,4,0,4,3,2,23
1,2,2,4,0,4,3,3,103
1,2,2,4,0,4,3,4,36
1,2,2,4,0,4,3,5,22
1,2,2,4,0,4,3,6,57
1,2,2,4,0,4,3,7,50
1,2,2,4,0,4,3,8,126
1,2,2,4,0,4,3,9,453
1,2,2,4,0,5,4,10,3
1,2,2,4,0,5,4,1,6
1,2,2,4,0,5,4,2,0
1,2,2,4,0,5,4,3,33
1,2,2,4,0,5,4,4,3
1,2,2,4,0,5,4,5,0
1,2,2,4,0,5,4,6,5
1,2,2,4,0,5,4,7,13
1,2,2,4,0,5,4,8,34
1,2,2,4,0,5,4,9,202
1,2,2,4,0,5,1,10,132
1,2,2,4,0,5,1,1,276
1,2,2,4,0,5,1,2,655
1,2,2,4,0,5,1,3,2297
1,2,2,4,0,5,1,4,649
1,2,2,4,0,5,1,5,441
1,2,2,4,0,5,1,6,746
1,2,2,4,0,5,1,7,619
1,2,2,4,0,5,1,8,837
1,2,2,4,0,5,1,9,1792
1,2,2,4,0,5,2,10,118
1,2,2,4,0,5,2,1,154
1,2,2,4,0,5,2,2,442
1,2,2,4,0,5,2,3,578
1,2,2,4,0,5,2,4,259
1,2,2,4,0,5,2,5,306
1,2,2,4,0,5,2,6,395
1,2,2,4,0,5,2,7,194
1,2,2,4,0,5,2,8,340
1,2,2,4,0,5,2,9,1504
1,2,2,4,0,5,3,10,32
1,2,2,4,0,5,3,1,18
1,2,2,4,0,5,3,2,20
1,2,2,4,0,5,3,3,128
1,2,2,4,0,5,3,4,37
1,2,2,4,0,5,3,5,28
1,2,2,4,0,5,3,6,75
1,2,2,4,0,5,3,7,54
1,2,2,4,0,5,3,8,155
1,2,2,4,0,5,3,9,524
1,2,2,4,0,6,4,10,3
1,2,2,4,0,6,4,1,3
1,2,2,4,0,6,4,2,3
1,2,2,4,0,6,4,3,24
1,2,2,4,0,6,4,4,6
1,2,2,4,0,6,4,5,5
1,2,2,4,0,6,4,6,7
1,2,2,4,0,6,4,7,9
1,2,2,4,0,6,4,8,23
1,2,2,4,0,6,4,9,132
1,2,2,4,0,6,1,10,115
1,2,2,4,0,6,1,1,328
1,2,2,4,0,6,1,2,772
1,2,2,4,0,6,1,3,2552
1,2,2,4,0,6,1,4,796
1,2,2,4,0,6,1,5,532
1,2,2,4,0,6,1,6,861
1,2,2,4,0,6,1,7,551
1,2,2,4,0,6,1,8,904
1,2,2,4,0,6,1,9,1797
1,2,2,4,0,6,2,10,71
1,2,2,4,0,6,2,1,132
1,2,2,4,0,6,2,2,403
1,2,2,4,0,6,2,3,493
1,2,2,4,0,6,2,4,204
1,2,2,4,0,6,2,5,254
1,2,2,4,0,6,2,6,355
1,2,2,4,0,6,2,7,150
1,2,2,4,0,6,2,8,260
1,2,2,4,0,6,2,9,1160
1,2,2,4,0,6,3,10,26
1,2,2,4,0,6,3,1,21
1,2,2,4,0,6,3,2,14
1,2,2,4,0,6,3,3,98
1,2,2,4,0,6,3,4,49
1,2,2,4,0,6,3,5,24
1,2,2,4,0,6,3,6,68
1,2,2,4,0,6,3,7,48
1,2,2,4,0,6,3,8,136
1,2,2,4,0,6,3,9,425
1,2,2,4,0,7,4,10,4
1,2,2,4,0,7,4,1,0
1,2,2,4,0,7,4,2,8
1,2,2,4,0,7,4,3,35
1,2,2,4,0,7,4,4,12
1,2,2,4,0,7,4,5,6
1,2,2,4,0,7,4,6,11
1,2,2,4,0,7,4,7,8
1,2,2,4,0,7,4,8,25
1,2,2,4,0,7,4,9,180
1,2,2,4,0,7,1,10,121
1,2,2,4,0,7,1,1,402
1,2,2,4,0,7,1,2,932
1,2,2,4,0,7,1,3,2582
1,2,2,4,0,7,1,4,863
1,2,2,4,0,7,1,5,587
1,2,2,4,0,7,1,6,950
1,2,2,4,0,7,1,7,565
1,2,2,4,0,7,1,8,917
1,2,2,4,0,7,1,9,1945
1,2,2,4,0,7,2,10,70
1,2,2,4,0,7,2,1,123
1,2,2,4,0,7,2,2,414
1,2,2,4,0,7,2,3,447
1,2,2,4,0,7,2,4,256
1,2,2,4,0,7,2,5,301
1,2,2,4,0,7,2,6,388
1,2,2,4,0,7,2,7,118
1,2,2,4,0,7,2,8,285
1,2,2,4,0,7,2,9,1202
1,2,2,4,0,7,3,10,15
1,2,2,4,0,7,3,1,27
1,2,2,4,0,7,3,2,28
1,2,2,4,0,7,3,3,134
1,2,2,4,0,7,3,4,72
1,2,2,4,0,7,3,5,32
1,2,2,4,0,7,3,6,91
1,2,2,4,0,7,3,7,39
1,2,2,4,0,7,3,8,155
1,2,2,4,0,7,3,9,637
1,2,2,4,0,8,4,10,14
1,2,2,4,0,8,4,1,5
1,2,2,4,0,8,4,2,5
1,2,2,4,0,8,4,3,32
1,2,2,4,0,8,4,4,9
1,2,2,4,0,8,4,5,10
1,2,2,4,0,8,4,6,9
1,2,2,4,0,8,4,7,3
1,2,2,4,0,8,4,8,38
1,2,2,4,0,8,4,9,254
1,2,2,4,0,8,1,10,149
1,2,2,4,0,8,1,1,478
1,2,2,4,0,8,1,2,1341
1,2,2,4,0,8,1,3,3106
1,2,2,4,0,8,1,4,1176
1,2,2,4,0,8,1,5,807
1,2,2,4,0,8,1,6,1242
1,2,2,4,0,8,1,7,540
1,2,2,4,0,8,1,8,979
1,2,2,4,0,8,1,9,2380
1,2,2,4,0,8,2,10,83
1,2,2,4,0,8,2,1,144
1,2,2,4,0,8,2,2,509
1,2,2,4,0,8,2,3,432
1,2,2,4,0,8,2,4,271
1,2,2,4,0,8,2,5,321
1,2,2,4,0,8,2,6,462
1,2,2,4,0,8,2,7,127
1,2,2,4,0,8,2,8,260
1,2,2,4,0,8,2,9,1329
1,2,2,4,0,8,3,10,27
1,2,2,4,0,8,3,1,29
1,2,2,4,0,8,3,2,56
1,2,2,4,0,8,3,3,127
1,2,2,4,0,8,3,4,87
1,2,2,4,0,8,3,5,40
1,2,2,4,0,8,3,6,118
1,2,2,4,0,8,3,7,48
1,2,2,4,0,8,3,8,178
1,2,2,4,0,8,3,9,887
1,2,2,4,0,9,4,10,11
1,2,2,4,0,9,4,1,4
1,2,2,4,0,9,4,2,5
1,2,2,4,0,9,4,3,28
1,2,2,4,0,9,4,4,22
1,2,2,4,0,9,4,5,4
1,2,2,4,0,9,4,6,13
1,2,2,4,0,9,4,7,15
1,2,2,4,0,9,4,8,39
1,2,2,4,0,9,4,9,464
1,2,2,4,0,9,1,10,190
1,2,2,4,0,9,1,1,659
1,2,2,4,0,9,1,2,2255
1,2,2,4,0,9,1,3,3115
1,2,2,4,0,9,1,4,1776
1,2,2,4,0,9,1,5,1108
1,2,2,4,0,9,1,6,1620
1,2,2,4,0,9,1,7,503
1,2,2,4,0,9,1,8,969
1,2,2,4,0,9,1,9,3126
1,2,2,4,0,9,2,10,96
1,2,2,4,0,9,2,1,192
1,2,2,4,0,9,2,2,727
1,2,2,4,0,9,2,3,431
1,2,2,4,0,9,2,4,324
1,2,2,4,0,9,2,5,418
1,2,2,4,0,9,2,6,561
1,2,2,4,0,9,2,7,123
1,2,2,4,0,9,2,8,332
1,2,2,4,0,9,2,9,1830
1,2,2,4,0,9,3,10,40
1,2,2,4,0,9,3,1,29
1,2,2,4,0,9,3,2,79
1,2,2,4,0,9,3,3,197
1,2,2,4,0,9,3,4,138
1,2,2,4,0,9,3,5,65
1,2,2,4,0,9,3,6,158
1,2,2,4,0,9,3,7,79
1,2,2,4,0,9,3,8,228
1,2,2,4,0,9,3,9,1698
1,2,2,4,0,10,4,10,10
1,2,2,4,0,10,4,1,10
1,2,2,4,0,10,4,2,11
1,2,2,4,0,10,4,3,43
1,2,2,4,0,10,4,4,14
1,2,2,4,0,10,4,5,0
1,2,2,4,0,10,4,6,10
1,2,2,4,0,10,4,7,4
1,2,2,4,0,10,4,8,47
1,2,2,4,0,10,4,9,625
1,2,2,4,0,10,1,10,276
1,2,2,4,0,10,1,1,949
1,2,2,4,0,10,1,2,3655
1,2,2,4,0,10,1,3,2313
1,2,2,4,0,10,1,4,2585
1,2,2,4,0,10,1,5,1578
1,2,2,4,0,10,1,6,1976
1,2,2,4,0,10,1,7,378
1,2,2,4,0,10,1,8,865
1,2,2,4,0,10,1,9,4285
1,2,2,4,0,10,2,10,89
1,2,2,4,0,10,2,1,191
1,2,2,4,0,10,2,2,921
1,2,2,4,0,10,2,3,322
1,2,2,4,0,10,2,4,396
1,2,2,4,0,10,2,5,400
1,2,2,4,0,10,2,6,475
1,2,2,4,0,10,2,7,73
1,2,2,4,0,10,2,8,230
1,2,2,4,0,10,2,9,2273
1,2,2,4,0,10,3,10,39
1,2,2,4,0,10,3,1,48
1,2,2,4,0,10,3,2,136
1,2,2,4,0,10,3,3,157
1,2,2,4,0,10,3,4,198
1,2,2,4,0,10,3,5,71
1,2,2,4,0,10,3,6,151
1,2,2,4,0,10,3,7,63
1,2,2,4,0,10,3,8,233
1,2,2,4,0,10,3,9,2709
1,2,2,4,1,1,4,10,0
1,2,2,4,1,1,4,1,0
1,2,2,4,1,1,4,2,0
1,2,2,4,1,1,4,3,0
1,2,2,4,1,1,4,4,0
1,2,2,4,1,1,4,5,0
1,2,2,4,1,1,4,6,0
1,2,2,4,1,1,4,7,0
1,2,2,4,1,1,4,8,0
1,2,2,4,1,1,4,9,0
1,2,2,4,1,1,1,10,12
1,2,2,4,1,1,1,1,7
1,2,2,4,1,1,1,2,13
1,2,2,4,1,1,1,3,95
1,2,2,4,1,1,1,4,22
1,2,2,4,1,1,1,5,5
1,2,2,4,1,1,1,6,19
1,2,2,4,1,1,1,7,59
1,2,2,4,1,1,1,8,80
1,2,2,4,1,1,1,9,368
1,2,2,4,1,1,2,10,0
1,2,2,4,1,1,2,1,0
1,2,2,4,1,1,2,2,0
1,2,2,4,1,1,2,3,9
1,2,2,4,1,1,2,4,0
1,2,2,4,1,1,2,5,0
1,2,2,4,1,1,2,6,0
1,2,2,4,1,1,2,7,0
1,2,2,4,1,1,2,8,0
1,2,2,4,1,1,2,9,7
1,2,2,4,1,1,3,10,0
1,2,2,4,1,1,3,1,0
1,2,2,4,1,1,3,2,0
1,2,2,4,1,1,3,3,0
1,2,2,4,1,1,3,4,0
1,2,2,4,1,1,3,5,0
1,2,2,4,1,1,3,6,0
1,2,2,4,1,1,3,7,0
1,2,2,4,1,1,3,8,0
1,2,2,4,1,1,3,9,12
1,2,2,4,1,2,4,10,0
1,2,2,4,1,2,4,1,0
1,2,2,4,1,2,4,2,0
1,2,2,4,1,2,4,3,0
1,2,2,4,1,2,4,4,0
1,2,2,4,1,2,4,5,0
1,2,2,4,1,2,4,6,0
1,2,2,4,1,2,4,7,0
1,2,2,4,1,2,4,8,0
1,2,2,4,1,2,4,9,0
1,2,2,4,1,2,1,10,7
1,2,2,4,1,2,1,1,4
1,2,2,4,1,2,1,2,11
1,2,2,4,1,2,1,3,100
1,2,2,4,1,2,1,4,17
1,2,2,4,1,2,1,5,7
1,2,2,4,1,2,1,6,16
1,2,2,4,1,2,1,7,39
1,2,2,4,1,2,1,8,57
1,2,2,4,1,2,1,9,155
1,2,2,4,1,2,2,10,0
1,2,2,4,1,2,2,1,0
1,2,2,4,1,2,2,2,0
1,2,2,4,1,2,2,3,0
1,2,2,4,1,2,2,4,0
1,2,2,4,1,2,2,5,0
1,2,2,4,1,2,2,6,0
1,2,2,4,1,2,2,7,0
1,2,2,4,1,2,2,8,0
1,2,2,4,1,2,2,9,5
1,2,2,4,1,2,3,10,0
1,2,2,4,1,2,3,1,0
1,2,2,4,1,2,3,2,0
1,2,2,4,1,2,3,3,0
1,2,2,4,1,2,3,4,0
1,2,2,4,1,2,3,5,0
1,2,2,4,1,2,3,6,0
1,2,2,4,1,2,3,7,0
1,2,2,4,1,2,3,8,3
1,2,2,4,1,2,3,9,0
1,2,2,4,1,3,4,10,0
1,2,2,4,1,3,4,1,0
1,2,2,4,1,3,4,2,0
1,2,2,4,1,3,4,3,0
1,2,2,4,1,3,4,4,0
1,2,2,4,1,3,4,5,0
1,2,2,4,1,3,4,6,0
1,2,2,4,1,3,4,7,0
1,2,2,4,1,3,4,8,0
1,2,2,4,1,3,4,9,0
1,2,2,4,1,3,1,10,3
1,2,2,4,1,3,1,1,6
1,2,2,4,1,3,1,2,15
1,2,2,4,1,3,1,3,74
1,2,2,4,1,3,1,4,28
1,2,2,4,1,3,1,5,10
1,2,2,4,1,3,1,6,11
1,2,2,4,1,3,1,7,29
1,2,2,4,1,3,1,8,59
1,2,2,4,1,3,1,9,158
1,2,2,4,1,3,2,10,0
1,2,2,4,1,3,2,1,0
1,2,2,4,1,3,2,2,0
1,2,2,4,1,3,2,3,0
1,2,2,4,1,3,2,4,0
1,2,2,4,1,3,2,5,0
1,2,2,4,1,3,2,6,0
1,2,2,4,1,3,2,7,0
1,2,2,4,1,3,2,8,0
1,2,2,4,1,3,2,9,3
1,2,2,4,1,3,3,10,0
1,2,2,4,1,3,3,1,0
1,2,2,4,1,3,3,2,0
1,2,2,4,1,3,3,3,0
1,2,2,4,1,3,3,4,0
1,2,2,4,1,3,3,5,0
1,2,2,4,1,3,3,6,0
1,2,2,4,1,3,3,7,0
1,2,2,4,1,3,3,8,0
1,2,2,4,1,3,3,9,0
1,2,2,4,1,4,4,10,0
1,2,2,4,1,4,4,1,0
1,2,2,4,1,4,4,2,0
1,2,2,4,1,4,4,3,0
1,2,2,4,1,4,4,4,0
1,2,2,4,1,4,4,5,0
1,2,2,4,1,4,4,6,0
1,2,2,4,1,4,4,7,0
1,2,2,4,1,4,4,8,0
1,2,2,4,1,4,4,9,0
1,2,2,4,1,4,1,10,7
1,2,2,4,1,4,1,1,5
1,2,2,4,1,4,1,2,13
1,2,2,4,1,4,1,3,74
1,2,2,4,1,4,1,4,20
1,2,2,4,1,4,1,5,14
1,2,2,4,1,4,1,6,12
1,2,2,4,1,4,1,7,23
1,2,2,4,1,4,1,8,41
1,2,2,4,1,4,1,9,93
1,2,2,4,1,4,2,10,0
1,2,2,4,1,4,2,1,0
1,2,2,4,1,4,2,2,0
1,2,2,4,1,4,2,3,0
1,2,2,4,1,4,2,4,0
1,2,2,4,1,4,2,5,0
1,2,2,4,1,4,2,6,0
1,2,2,4,1,4,2,7,0
1,2,2,4,1,4,2,8,0
1,2,2,4,1,4,2,9,3
1,2,2,4,1,4,3,10,0
1,2,2,4,1,4,3,1,0
1,2,2,4,1,4,3,2,0
1,2,2,4,1,4,3,3,0
1,2,2,4,1,4,3,4,0
1,2,2,4,1,4,3,5,0
1,2,2,4,1,4,3,6,0
1,2,2,4,1,4,3,7,0
1,2,2,4,1,4,3,8,0
1,2,2,4,1,4,3,9,0
1,2,2,4,1,5,4,10,0
1,2,2,4,1,5,4,1,0
1,2,2,4,1,5,4,2,0
1,2,2,4,1,5,4,3,0
1,2,2,4,1,5,4,4,0
1,2,2,4,1,5,4,5,0
1,2,2,4,1,5,4,6,0
1,2,2,4,1,5,4,7,0
1,2,2,4,1,5,4,8,0
1,2,2,4,1,5,4,9,0
1,2,2,4,1,5,1,10,6
1,2,2,4,1,5,1,1,4
1,2,2,4,1,5,1,2,4
1,2,2,4,1,5,1,3,54
1,2,2,4,1,5,1,4,16
1,2,2,4,1,5,1,5,10
1,2,2,4,1,5,1,6,11
1,2,2,4,1,5,1,7,15
1,2,2,4,1,5,1,8,28
1,2,2,4,1,5,1,9,79
1,2,2,4,1,5,2,10,0
1,2,2,4,1,5,2,1,0
1,2,2,4,1,5,2,2,0
1,2,2,4,1,5,2,3,0
1,2,2,4,1,5,2,4,0
1,2,2,4,1,5,2,5,0
1,2,2,4,1,5,2,6,0
1,2,2,4,1,5,2,7,0
1,2,2,4,1,5,2,8,0
1,2,2,4,1,5,2,9,6
1,2,2,4,1,5,3,10,0
1,2,2,4,1,5,3,1,0
1,2,2,4,1,5,3,2,0
1,2,2,4,1,5,3,3,0
1,2,2,4,1,5,3,4,0
1,2,2,4,1,5,3,5,0
1,2,2,4,1,5,3,6,0
1,2,2,4,1,5,3,7,0
1,2,2,4,1,5,3,8,0
1,2,2,4,1,5,3,9,0
1,2,2,4,1,6,4,10,0
1,2,2,4,1,6,4,1,0
1,2,2,4,1,6,4,2,0
1,2,2,4,1,6,4,3,0
1,2,2,4,1,6,4,4,0
1,2,2,4,1,6,4,5,0
1,2,2,4,1,6,4,6,0
1,2,2,4,1,6,4,7,0
1,2,2,4,1,6,4,8,0
1,2,2,4,1,6,4,9,0
1,2,2,4,1,6,1,10,7
1,2,2,4,1,6,1,1,7
1,2,2,4,1,6,1,2,11
1,2,2,4,1,6,1,3,46
1,2,2,4,1,6,1,4,20
1,2,2,4,1,6,1,5,13
1,2,2,4,1,6,1,6,15
1,2,2,4,1,6,1,7,21
1,2,2,4,1,6,1,8,40
1,2,2,4,1,6,1,9,78
1,2,2,4,1,6,2,10,0
1,2,2,4,1,6,2,1,0
1,2,2,4,1,6,2,2,0
1,2,2,4,1,6,2,3,6
1,2,2,4,1,6,2,4,0
1,2,2,4,1,6,2,5,0
1,2,2,4,1,6,2,6,0
1,2,2,4,1,6,2,7,0
1,2,2,4,1,6,2,8,0
1,2,2,4,1,6,2,9,5
1,2,2,4,1,6,3,10,0
1,2,2,4,1,6,3,1,0
1,2,2,4,1,6,3,2,0
1,2,2,4,1,6,3,3,0
1,2,2,4,1,6,3,4,0
1,2,2,4,1,6,3,5,0
1,2,2,4,1,6,3,6,0
1,2,2,4,1,6,3,7,0
1,2,2,4,1,6,3,8,0
1,2,2,4,1,6,3,9,0
1,2,2,4,1,7,4,10,0
1,2,2,4,1,7,4,1,0
1,2,2,4,1,7,4,2,0
1,2,2,4,1,7,4,3,0
1,2,2,4,1,7,4,4,0
1,2,2,4,1,7,4,5,0
1,2,2,4,1,7,4,6,0
1,2,2,4,1,7,4,7,0
1,2,2,4,1,7,4,8,0
1,2,2,4,1,7,4,9,0
1,2,2,4,1,7,1,10,6
1,2,2,4,1,7,1,1,6
1,2,2,4,1,7,1,2,11
1,2,2,4,1,7,1,3,54
1,2,2,4,1,7,1,4,18
1,2,2,4,1,7,1,5,8
1,2,2,4,1,7,1,6,12
1,2,2,4,1,7,1,7,16
1,2,2,4,1,7,1,8,18
1,2,2,4,1,7,1,9,73
1,2,2,4,1,7,2,10,0
1,2,2,4,1,7,2,1,0
1,2,2,4,1,7,2,2,0
1,2,2,4,1,7,2,3,0
1,2,2,4,1,7,2,4,0
1,2,2,4,1,7,2,5,0
1,2,2,4,1,7,2,6,0
1,2,2,4,1,7,2,7,0
1,2,2,4,1,7,2,8,0
1,2,2,4,1,7,2,9,0
1,2,2,4,1,7,3,10,0
1,2,2,4,1,7,3,1,0
1,2,2,4,1,7,3,2,0
1,2,2,4,1,7,3,3,3
1,2,2,4,1,7,3,4,0
1,2,2,4,1,7,3,5,0
1,2,2,4,1,7,3,6,0
1,2,2,4,1,7,3,7,0
1,2,2,4,1,7,3,8,0
1,2,2,4,1,7,3,9,0
1,2,2,4,1,8,4,10,0
1,2,2,4,1,8,4,1,0
1,2,2,4,1,8,4,2,0
1,2,2,4,1,8,4,3,0
1,2,2,4,1,8,4,4,0
1,2,2,4,1,8,4,5,0
1,2,2,4,1,8,4,6,0
1,2,2,4,1,8,4,7,0
1,2,2,4,1,8,4,8,0
1,2,2,4,1,8,4,9,0
1,2,2,4,1,8,1,10,0
1,2,2,4,1,8,1,1,10
1,2,2,4,1,8,1,2,13
1,2,2,4,1,8,1,3,43
1,2,2,4,1,8,1,4,22
1,2,2,4,1,8,1,5,12
1,2,2,4,1,8,1,6,13
1,2,2,4,1,8,1,7,9
1,2,2,4,1,8,1,8,15
1,2,2,4,1,8,1,9,68
1,2,2,4,1,8,2,10,0
1,2,2,4,1,8,2,1,0
1,2,2,4,1,8,2,2,0
1,2,2,4,1,8,2,3,0
1,2,2,4,1,8,2,4,0
1,2,2,4,1,8,2,5,0
1,2,2,4,1,8,2,6,0
1,2,2,4,1,8,2,7,0
1,2,2,4,1,8,2,8,0
1,2,2,4,1,8,2,9,0
1,2,2,4,1,8,3,10,0
1,2,2,4,1,8,3,1,0
1,2,2,4,1,8,3,2,0
1,2,2,4,1,8,3,3,0
1,2,2,4,1,8,3,4,0
1,2,2,4,1,8,3,5,0
1,2,2,4,1,8,3,6,0
1,2,2,4,1,8,3,7,0
1,2,2,4,1,8,3,8,0
1,2,2,4,1,8,3,9,0
1,2,2,4,1,9,4,10,0
1,2,2,4,1,9,4,1,0
1,2,2,4,1,9,4,2,0
1,2,2,4,1,9,4,3,3
1,2,2,4,1,9,4,4,0
1,2,2,4,1,9,4,5,0
1,2,2,4,1,9,4,6,0
1,2,2,4,1,9,4,7,0
1,2,2,4,1,9,4,8,0
1,2,2,4,1,9,4,9,0
1,2,2,4,1,9,1,10,6
1,2,2,4,1,9,1,1,3
1,2,2,4,1,9,1,2,21
1,2,2,4,1,9,1,3,29
1,2,2,4,1,9,1,4,23
1,2,2,4,1,9,1,5,10
1,2,2,4,1,9,1,6,13
1,2,2,4,1,9,1,7,15
1,2,2,4,1,9,1,8,13
1,2,2,4,1,9,1,9,62
1,2,2,4,1,9,2,10,0
1,2,2,4,1,9,2,1,0
1,2,2,4,1,9,2,2,0
1,2,2,4,1,9,2,3,0
1,2,2,4,1,9,2,4,0
1,2,2,4,1,9,2,5,0
